alert_id,transaction_id,account_id,customer_id,rule_id,rule_name,alert_timestamp,transaction_timestamp,alert_severity,risk_points,reason,evidence_json,investigation_status,synthetic_data_flag
AML-56607913DF421772,TXN-000001065,ACC-0000073,CUST-000038,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-29T16:36:52,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-D572DB83994AD554,TXN-000001173,ACC-0000080,CUST-000042,AML004,High-risk geography,2026-01-01T00:00:00,2025-05-29T18:36:58,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":false,""customer_country"":""ES"",""ip_country"":""ZA"",""merchant_country"":""ZA""}",open,True
AML-08AD8E6563614185,TXN-000001173,ACC-0000080,CUST-000042,AML008,Device or session risk,2026-01-01T00:00:00,2025-05-29T18:36:58,medium,18,"Device or session conditions observed: session risk, IP mismatch.","{""authentication_method"":""MFA Push"",""device_id"":""DEV-000042-02"",""ip_country"":""ZA"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000166"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-9C05DF64E07F8E21,TXN-000001173,ACC-0000080,CUST-000042,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-05-29T18:36:58,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000042"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Potential Match""}",open,True
AML-8F7905478C2B4557,TXN-000000940,ACC-0000064,CUST-000035,AML004,High-risk geography,2026-01-01T00:00:00,2025-05-29T19:21:27,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":true,""customer_country"":""ES"",""ip_country"":""CA"",""merchant_country"":""FR""}",open,True
AML-631B7A3EBC0BCBDB,TXN-000000940,ACC-0000064,CUST-000035,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-05-29T19:21:27,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""FR"",""distinct_prior_countries"":3,""historical_customer_geography"":[""BR"",""DE"",""TR""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-088566531FDC8602,TXN-000000940,ACC-0000064,CUST-000035,AML008,Device or session risk,2026-01-01T00:00:00,2025-05-29T19:21:27,medium,18,"Device or session conditions observed: session risk, IP mismatch.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000035-04"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000140"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-E18A1B34233E864B,TXN-000000940,ACC-0000064,CUST-000035,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-29T19:21:27,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-D296C02D85740F98,TXN-000001335,ACC-0000092,CUST-000046,AML008,Device or session risk,2026-01-01T00:00:00,2025-05-30T05:16:26,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000046-04"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000184"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-0821FDC0E8D8606F,TXN-000000301,ACC-0000020,CUST-000014,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-05-30T06:04:01,high,35,3 sub-threshold transactions totalled 835.66 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":835.66,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":3}",open,True
AML-FA4D28E65CFDB695,TXN-000000301,ACC-0000020,CUST-000014,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-05-30T06:04:01,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""CA"",""distinct_prior_countries"":2,""historical_customer_geography"":[""CA"",""FR""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-416A6C5D06BE6272,TXN-000000301,ACC-0000020,CUST-000014,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-30T06:04:01,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""POS"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-3B5D25C7BB67DAAC,TXN-000000996,ACC-0000067,CUST-000036,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-05-30T19:53:33,high,35,7 sub-threshold transactions totalled 435.97 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":435.97,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":7}",open,True
AML-E8E7DE27AD9348DD,TXN-000000996,ACC-0000067,CUST-000036,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-05-30T19:53:33,medium,20,Cross-border activity reached ratio 1.00 with 6 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""DE"",""distinct_prior_countries"":4,""historical_customer_geography"":[""AE"",""BR"",""ES"",""SG""],""prior_cross_border_count"":6,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-70386CEC0DE7CEB8,TXN-000000996,ACC-0000067,CUST-000036,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-30T19:53:33,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""POS"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-C68C81A9C1B3B5BB,TXN-000000454,ACC-0000030,CUST-000020,AML008,Device or session risk,2026-01-01T00:00:00,2025-05-30T21:33:04,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000020-02"",""ip_country"":""AE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000078"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-18E82E53F396F7E0,TXN-000000454,ACC-0000030,CUST-000020,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-05-30T21:33:04,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000020"",""kyc_status"":""Pending Review"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-57F37480E44D8DD6,TXN-000000454,ACC-0000030,CUST-000020,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-30T21:33:04,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""Branch"",""Mobile App"",""Online Banking""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Travel"",""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-D9EB2744894B8F95,TXN-000000167,ACC-0000011,CUST-000008,AML008,Device or session risk,2026-01-01T00:00:00,2025-05-30T22:17:38,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""Password"",""device_id"":""DEV-000008-01"",""ip_country"":""IE"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000029"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-0E6EF3EC0A44912E,TXN-000000167,ACC-0000011,CUST-000008,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-30T22:17:38,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""Branch"",""Mobile App""],""historical_merchant_categories"":[""Cash Services"",""Entertainment"",""Grocery"",""Travel""],""merchant_category"":""Utilities"",""novel_pattern"":true}",open,True
AML-63E536BBA37B7D3D,TXN-000000251,ACC-0000017,CUST-000012,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-31T01:23:57,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-05E4FD48E61BF59F,TXN-000000259,ACC-0000017,CUST-000012,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-05-31T09:10:02,medium,20,Cross-border activity reached ratio 0.86 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":0.8571,""current_merchant_country"":""AE"",""distinct_prior_countries"":5,""historical_customer_geography"":[""CA"",""DE"",""FR"",""SG"",""US""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-F28A3A1ADFF9CE94,TXN-000000259,ACC-0000017,CUST-000012,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-31T09:10:02,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""POS"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-6CCF37445C93FD28,TXN-000001354,ACC-0000094,CUST-000047,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-31T09:28:56,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Utilities"",""novel_pattern"":false}",open,True
AML-57E38C31C6FC88DF,TXN-000000786,ACC-0000054,CUST-000031,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-05-31T11:01:20,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000031"",""kyc_status"":""Enhanced Due Diligence"",""pep_flag"":false,""sanctions_screening_status"":""Escalated""}",open,True
AML-44180DA1B4B9EABD,TXN-000000786,ACC-0000054,CUST-000031,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-05-31T11:01:20,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Crypto Exchange"",""Electronics"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-12373BD7DF9E8B1E,TXN-000000289,ACC-0000019,CUST-000013,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-01T19:10:50,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000013-01"",""ip_country"":""US"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000049"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-517305D3FF411A7D,TXN-000001170,ACC-0000080,CUST-000042,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-02T20:53:38,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000042-01"",""ip_country"":""ES"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000165"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-C187CC916623205F,TXN-000001170,ACC-0000080,CUST-000042,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-02T20:53:38,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000042"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Potential Match""}",open,True
AML-B1DF12A61530F154,TXN-000000376,ACC-0000025,CUST-000017,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-03T04:08:43,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000017-01"",""ip_country"":""DE"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000065"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-A4BD38C7329A3BAD,TXN-000000376,ACC-0000025,CUST-000017,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-03T04:08:43,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000017"",""kyc_status"":""Enhanced Due Diligence"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-76ADDDA205695167,TXN-000000376,ACC-0000025,CUST-000017,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-03T04:08:43,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Money Transfer"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-A3A2559415C37244,TXN-000000694,ACC-0000047,CUST-000028,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-03T07:56:18,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""GB"",""ip_country"":""GB"",""merchant_country"":""TR""}",open,True
AML-6023054724A5BEB2,TXN-000000694,ACC-0000047,CUST-000028,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-03T07:56:18,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""TR"",""distinct_prior_countries"":3,""historical_customer_geography"":[""BR"",""FR"",""TR""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-4EE340049EEDBA5B,TXN-000000694,ACC-0000047,CUST-000028,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-03T07:56:18,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Crypto Exchange"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-9654B21B1A333792,TXN-000000226,ACC-0000015,CUST-000010,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-03T10:23:57,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000010-02"",""ip_country"":""AE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000038"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-7B3A300E6E15E4C2,TXN-000000226,ACC-0000015,CUST-000010,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-03T10:23:57,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-46D5A0E7A6D6C46A,TXN-000001019,ACC-0000069,CUST-000037,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-03T13:01:01,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel""],""merchant_category"":""Electronics"",""novel_pattern"":false}",open,True
AML-DCEAF4BDA750BAC6,TXN-000000894,ACC-0000061,CUST-000034,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-06-03T15:20:34,high,35,5 sub-threshold transactions totalled 445.84 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":445.84,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":5}",open,True
AML-B754C15013187162,TXN-000000894,ACC-0000061,CUST-000034,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-03T15:20:34,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""CA"",""distinct_prior_countries"":4,""historical_customer_geography"":[""ES"",""FR"",""GB"",""ZA""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-8DED5B06C35CEE1E,TXN-000000894,ACC-0000061,CUST-000034,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-03T15:20:34,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Electronics"",""novel_pattern"":false}",open,True
AML-B91D7B21DD3A0252,TXN-000000701,ACC-0000047,CUST-000028,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-04T00:14:40,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-1CE1F64CD768CA86,TXN-000000246,ACC-0000016,CUST-000011,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-04T17:29:25,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""FR"",""ip_country"":""FR"",""merchant_country"":""ZA""}",open,True
AML-533A56101D0368AB,TXN-000000246,ACC-0000016,CUST-000011,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-04T17:29:25,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000011-04"",""ip_country"":""FR"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000044"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-6BB0DEA0B43C1755,TXN-000000246,ACC-0000016,CUST-000011,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-04T17:29:25,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[],""historical_merchant_categories"":[],""merchant_category"":""Entertainment"",""novel_pattern"":false}",open,True
AML-0FA581A68928F264,TXN-000001382,ACC-0000096,CUST-000048,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-05T02:48:28,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""DE"",""ip_country"":""DE"",""merchant_country"":""BR""}",open,True
AML-2D91FC73510481EB,TXN-000001382,ACC-0000096,CUST-000048,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-05T02:48:28,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""BR"",""distinct_prior_countries"":3,""historical_customer_geography"":[""BR"",""GB"",""US""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-16491171EE7613E4,TXN-000001382,ACC-0000096,CUST-000048,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-05T02:48:28,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000048-02"",""ip_country"":""DE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000190"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-DAD0CB1E6A2656C7,TXN-000001382,ACC-0000096,CUST-000048,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-05T02:48:28,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000048"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-05F2DCB421E3BB65,TXN-000000946,ACC-0000064,CUST-000035,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-05T04:20:58,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":true,""customer_country"":""ES"",""ip_country"":""GB"",""merchant_country"":""IE""}",open,True
AML-835B6EA5C9A792E7,TXN-000000946,ACC-0000064,CUST-000035,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-05T04:20:58,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""IE"",""distinct_prior_countries"":4,""historical_customer_geography"":[""BR"",""DE"",""FR"",""TR""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-65EF0275063BBBC0,TXN-000000946,ACC-0000064,CUST-000035,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-05T04:20:58,medium,18,"Device or session conditions observed: session risk, IP mismatch.","{""authentication_method"":""Password"",""device_id"":""DEV-000035-01"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000137"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-F03B62DFEF6C8E06,TXN-000000334,ACC-0000022,CUST-000015,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-05T22:10:31,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000015-04"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000060"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-F3962968F82799BD,TXN-000000334,ACC-0000022,CUST-000015,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-05T22:10:31,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-17C4570E6F852DDA,TXN-000000421,ACC-0000028,CUST-000018,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-05T22:14:14,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""CA"",""ip_country"":""CA"",""merchant_country"":""BR""}",open,True
AML-3B6A7AD2CE7B7F79,TXN-000000421,ACC-0000028,CUST-000018,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-05T22:14:14,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""BR"",""distinct_prior_countries"":2,""historical_customer_geography"":[""AE"",""NL""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-05D88E44A6D01541,TXN-000000421,ACC-0000028,CUST-000018,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-05T22:14:14,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000018-01"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000069"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-66BB63C4AF15D486,TXN-000000421,ACC-0000028,CUST-000018,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-05T22:14:14,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000018"",""kyc_status"":""Verified"",""pep_flag"":true,""sanctions_screening_status"":""Clear""}",open,True
AML-17CBAC842A3E486C,TXN-000000421,ACC-0000028,CUST-000018,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-05T22:14:14,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Travel"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
